osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: 65939
Countdown: 0
SampleSet: Soft
StackLeniency: 0.4
Mode: 0
LetterboxInBreaks: 0
WidescreenStoryboard: 1

[Editor]
Bookmarks: 11128,21895,32689,43476,54262,65049,86622,108195,129768,138664,151341,156734,178307,199880,208476
DistanceSpacing: 0.2
BeatDivisor: 4
GridSize: 32
TimelineZoom: 2.799999

[Metadata]
Title:confess
TitleUnicode:confess
Artist:Fennel
ArtistUnicode:Fennel
Creator:Mir
Version:hard
Source:
Tags:japanese rock indie punk like a fool nekroman4ik
BeatmapID:5534774
BeatmapSetID:2509362

[Difficulty]
HPDrainRate:4
CircleSize:4
OverallDifficulty:6
ApproachRate:7.5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"camera.jpeg",0,0
//Break Periods
2,109882,114074
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
1488,342.0753,4,2,0,70,1,8
1488,-100,4,2,0,70,0,8
1830,337.07867,4,2,0,70,1,0
1830,-100,4,2,0,70,0,0
4526,336.5115,4,2,0,70,1,0
4526,-100,4,2,0,70,0,0
6188,343.249430543537,4,2,0,70,1,0
6188,-100,4,2,0,70,0,0
6874,-100,4,2,0,70,0,8
7220,336.700339227006,4,2,0,70,1,0
7220,-100,4,2,0,70,0,0
9911,340.52213652306,4,2,0,70,1,0
9911,-100,4,2,0,70,0,0
11614,332.963376499752,4,2,0,70,1,8
11614,-100,4,2,0,70,0,8
12265,340.13608,4,2,0,70,1,8
12265,-100,4,2,0,70,0,8
12600,340.136055046058,4,2,0,70,1,0
12600,-100,4,2,0,70,0,0
13949,343.642612321077,4,2,0,70,1,0
13949,-100,4,2,0,70,0,0
14983,336.13446,4,2,0,70,1,8
14983,-100,4,2,0,70,0,8
15315,334.075729973283,4,2,0,70,1,0
15315,-100,4,2,0,70,0,0
17316,333.704121812984,4,2,0,70,1,0
17316,-100,4,2,0,70,0,0
17654,321.199149147109,4,2,0,70,1,0
17654,-100,4,2,0,70,0,0
17988,343.249434402148,4,2,0,70,1,0
17988,-100,4,2,0,70,0,0
19016,335.00836,4,2,0,70,1,8
19016,-100,4,2,0,70,0,8
19351,337.837822370457,4,2,0,70,1,0
19351,-100,4,2,0,70,0,0
20695,337.837822370457,4,2,0,70,1,0
20695,-100,4,2,0,70,0,0
23387,337.837822370457,4,2,0,70,1,0
23387,-125,4,2,0,70,0,0
23893,-138.787693005935,4,2,0,50,0,0
24395,-100,4,2,0,50,0,8
24405,350.26268015236,4,2,0,50,1,8
24484,-100,4,2,0,50,0,8
25074,336.511481904407,4,2,0,50,1,8
25074,-100,4,2,0,50,0,8
26083,-125,4,2,0,50,0,8
26411,354.40045526261,4,2,0,50,1,8
26411,-100,4,2,0,50,0,8
26588,-125,4,2,0,50,0,8
27091,338.0282,4,2,0,50,1,8
27091,-125,4,2,0,50,0,8
